City,Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,Rain,URL
Adelaide,14/07/2012,13:40,Port Adelaide,Essendon,AAMI Stadium,77,127,11,11,19,13,2.7,1.45,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,14/07/2012,13:45,Melbourne,Fremantle,Etihad Stadium,83,117,12,11,18,9,3.16,1.35,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,13/07/2012,19:50,North Melbourne,Carlton,Etihad Stadium,149,96,24,5,14,12,2.12,1.7,3.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,8/07/2012,14:40,Fremantle,Western Bulldogs,Domain Stadium,95,57,14,11,8,9,1.19,4.73,0.5,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Gold Coast,8/07/2012,15:15,Gold Coast,Geelong,Metricon Stadium,96,110,13,18,15,20,12.68,1.03,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-326713690&p_stn_num=040416
Melbourne,8/07/2012,13:10,Hawthorn,GWS Giants,MCG,193,31,28,25,4,7,1,21,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Adelaide,7/07/2012,19:10,Port Adelaide,Adelaide,AAMI Stadium,58,116,8,10,17,14,3.73,1.27,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,7/07/2012,19:40,St Kilda,Essendon,Etihad Stadium,133,62,21,7,8,14,2.93,1.4,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Sydney,7/07/2012,16:40,Sydney,Brisbane,SCG,110,63,16,14,9,9,1.17,5.05,5,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-873151344&p_stn_num=066073
Melbourne,7/07/2012,14:10,Melbourne,Richmond,MCG,78,101,11,12,13,23,4.72,1.18,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Hobart,7/07/2012,13:45,North Melbourne,West Coast,Blundstone Arena,84,86,13,6,12,14,2.67,1.46,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1768351258&p_stn_num=094030
Melbourne,6/07/2012,19:50,Collingwood,Carlton,MCG,62,85,8,14,12,13,1.2,4.46,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,1/07/2012,16:40,St Kilda,North Melbourne,Etihad Stadium,103,136,15,13,21,10,1.38,2.97,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Brisbane,1/07/2012,15:15,Brisbane,Melbourne,Gabba,122,61,18,14,8,13,1.18,4.91,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-334797792&p_stn_num=040913
Geelong,1/07/2012,13:10,Geelong,Port Adelaide,Simonds Stadium,99,61,14,15,8,13,1.04,11.25,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1519465927&p_stn_num=087162
Melbourne,30/06/2012,19:40,Essendon,Western Bulldogs,Etihad Stadium,140,56,21,14,8,8,1.19,4.61,2.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Homebush,30/06/2012,19:40,Sydney,GWS Giants,ANZ Stadium,132,38,19,18,5,8,1.01,19.94,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-871566312&p_stn_num=066013
Perth,30/06/2012,16:40,West Coast,Gold Coast,Domain Stadium,166,40,25,16,5,10,1.01,19.42,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Adelaide,30/06/2012,13:40,Adelaide,Richmond,AAMI Stadium,106,87,17,4,13,9,1.4,2.88,8.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,30/06/2012,13:45,Collingwood,Fremantle,MCG,107,78,15,17,12,6,1.1,7.11,2.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,29/06/2012,19:50,Carlton,Hawthorn,MCG,70,120,10,10,18,12,3.43,1.3,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,24/06/2012,16:40,North Melbourne,Adelaide,Etihad Stadium,121,89,17,19,13,11,3.12,1.35,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,24/06/2012,15:15,Melbourne,GWS Giants,MCG,135,57,20,15,9,3,1.28,3.67,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,23/06/2012,17:40,Fremantle,Essendon,Domain Stadium,89,113,14,5,17,11,2.2,1.65,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,23/06/2012,16:40,Collingwood,West Coast,MCG,85,82,12,13,12,10,1.4,2.91,3.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,23/06/2012,13:40,Western Bulldogs,Brisbane,Etihad Stadium,56,114,7,14,18,6,1.36,3.09,3.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Sydney,22/06/2012,19:50,Sydney,Geelong,SCG,80,74,12,8,11,8,1.6,2.3,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-873151344&p_stn_num=066073
Melbourne,17/06/2012,16:40,Western Bulldogs,Port Adelaide,Etihad Stadium,95,57,13,17,8,9,1.45,2.77,1,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,17/06/2012,13:10,Hawthorn,Brisbane,MCG,135,70,19,21,11,4,1.06,8.94,1,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Gold Coast,16/06/2012,19:40,Gold Coast,North Melbourne,Metricon Stadium,80,87,12,8,11,21,5.21,1.16,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-326713690&p_stn_num=040416
Homebush,16/06/2012,14:10,GWS Giants,Richmond,Spotless Stadium,74,86,12,2,11,20,10.93,1.04,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-871566312&p_stn_num=066013
Adelaide,15/06/2012,20:10,Adelaide,St Kilda,AAMI Stadium,115,111,17,13,16,15,1.47,2.67,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Perth,14/06/2012,17:40,West Coast,Carlton,Domain Stadium,79,69,10,19,10,9,1.28,3.66,1,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,11/06/2012,15:15,Melbourne,Collingwood,MCG,87,129,13,9,19,15,8.9,1.06,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Adelaide,10/06/2012,16:10,Port Adelaide,Hawthorn,AAMI Stadium,62,108,9,8,16,12,3.95,1.25,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,9/06/2012,19:40,Essendon,Sydney,Etihad Stadium,82,86,11,16,13,8,1.5,2.55,6.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Gold Coast,9/06/2012,16:40,Gold Coast,St Kilda,Metricon Stadium,49,144,7,7,21,18,7.41,1.09,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-326713690&p_stn_num=040416
Melbourne,9/06/2012,13:40,Richmond,Fremantle,MCG,66,78,9,12,12,6,1.2,4.43,6.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,8/06/2012,19:50,Carlton,Geelong,Etihad Stadium,85,97,11,19,14,13,2.74,1.44,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,3/06/2012,16:40,Collingwood,Gold Coast,MCG,149,52,23,11,7,10,1.01,16.31,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Sydney,3/06/2012,15:15,Sydney,Western Bulldogs,SCG,132,40,20,12,5,10,1.28,3.59,33.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-873151344&p_stn_num=066073
Brisbane,3/06/2012,13:10,Brisbane,West Coast,Gabba,102,100,16,6,15,10,4.67,1.19,26.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-334797792&p_stn_num=040913
Melbourne,2/06/2012,19:40,Essendon,Melbourne,MCG,52,58,6,16,8,10,1.04,10.88,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Adelaide,2/06/2012,19:10,Port Adelaide,Carlton,AAMI Stadium,99,45,14,15,6,9,3.11,1.36,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Perth,2/06/2012,14:40,Fremantle,Adelaide,Domain Stadium,82,111,12,10,17,9,2.37,1.57,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Launceston,2/06/2012,14:10,Hawthorn,North Melbourne,Aurora Stadium,174,59,27,12,9,5,1.26,3.81,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1658844915&p_stn_num=091072
Geelong,2/06/2012,13:45,Geelong,GWS Giants,Simonds Stadium,126,61,19,12,9,7,1.01,19.57,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1519465927&p_stn_num=087162
Melbourne,1/06/2012,19:50,St Kilda,Richmond,Etihad Stadium,113,121,16,17,18,13,1.85,1.91,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,27/05/2012,14:40,West Coast,Fremantle,Domain Stadium,84,36,11,18,5,6,1.35,3.12,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,27/05/2012,15:15,Carlton,Melbourne,MCG,107,49,15,17,6,13,1.04,10.33,4.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,27/05/2012,13:10,North Melbourne,Brisbane,Etihad Stadium,112,96,17,10,15,6,1.24,4.04,4.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Adelaide,26/05/2012,19:10,Adelaide,Collingwood,AAMI Stadium,49,75,6,13,10,15,1.46,2.68,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Homebush,26/05/2012,19:40,GWS Giants,Essendon,Spotless Stadium,53,119,7,11,18,11,17.14,1.01,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-871566312&p_stn_num=066013
Melbourne,26/05/2012,16:40,St Kilda,Sydney,Etihad Stadium,111,83,16,15,12,11,1.89,1.86,28,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Gold Coast,26/05/2012,14:10,Gold Coast,Port Adelaide,Metricon Stadium,70,118,10,10,17,16,2.55,1.5,9,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-326713690&p_stn_num=040416
Melbourne,26/05/2012,13:45,Richmond,Hawthorn,MCG,137,75,21,11,10,15,3.61,1.28,28,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,25/05/2012,19:50,Western Bulldogs,Geelong,Etihad Stadium,75,95,11,9,14,11,4.78,1.18,4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,20/05/2012,14:40,West Coast,St Kilda,Domain Stadium,121,91,18,13,13,13,1.38,2.99,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,20/05/2012,15:15,Carlton,Adelaide,Etihad Stadium,55,124,8,7,19,10,1.41,2.85,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Brisbane,20/05/2012,13:10,Brisbane,GWS Giants,Gabba,132,40,19,18,5,10,1.15,5.54,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-334797792&p_stn_num=040913
Melbourne,19/05/2012,19:45,Essendon,Richmond,MCG,128,109,19,14,15,19,1.49,2.59,1.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Darwin,19/05/2012,19:10,Western Bulldogs,Gold Coast,TIO Stadium,72,34,9,18,4,10,1.14,5.48,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-40163856&p_stn_num=014167
Sydney,19/05/2012,16:40,Sydney,Melbourne,SCG,138,37,21,12,5,7,1.09,7.4,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-873151344&p_stn_num=066073
Launceston,19/05/2012,14:10,Hawthorn,Fremantle,Aurora Stadium,119,63,17,17,9,9,1.19,4.61,5.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1658844915&p_stn_num=091072
Adelaide,19/05/2012,13:15,Port Adelaide,North Melbourne,AAMI Stadium,95,93,14,11,14,9,2.64,1.47,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,18/05/2012,19:50,Collingwood,Geelong,MCG,96,84,14,12,11,18,1.61,2.29,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,14/05/2012,19:40,St Kilda,Carlton,Etihad Stadium,122,98,19,8,14,14,4.03,1.24,6.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,13/05/2012,14:40,Fremantle,Port Adelaide,Domain Stadium,87,47,12,15,7,5,1.14,5.69,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,13/05/2012,13:10,North Melbourne,Western Bulldogs,Etihad Stadium,83,101,12,11,15,11,1.32,3.39,3.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Brisbane,12/05/2012,19:40,Brisbane,Collingwood,Gabba,58,116,8,10,17,14,4.9,1.17,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-334797792&p_stn_num=040913
Melbourne,12/05/2012,19:40,Essendon,West Coast,Etihad Stadium,113,52,16,17,7,10,1.57,2.37,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,12/05/2012,16:40,Richmond,Sydney,MCG,91,62,13,13,8,14,1.82,1.94,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Canberra,12/05/2012,13:40,GWS Giants,Gold Coast,Manuka Oval,94,67,13,16,9,13,3.95,1.25,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-986923182&p_stn_num=070246
Adelaide,12/05/2012,13:15,Adelaide,Geelong,AAMI Stadium,122,72,19,8,10,12,2.04,1.76,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,11/05/2012,19:50,Melbourne,Hawthorn,MCG,49,115,6,13,15,25,11.5,1.03,1.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Perth,6/05/2012,14:40,West Coast,North Melbourne,Domain Stadium,120,95,17,18,15,5,1.28,3.61,2.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Adelaide,6/05/2012,14:45,Port Adelaide,Richmond,AAMI Stadium,54,91,8,6,13,13,2.19,1.66,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,6/05/2012,13:10,Carlton,GWS Giants,Etihad Stadium,110,43,15,20,6,7,1.01,23.67,1.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Sydney,5/05/2012,19:40,St Kilda,Hawthorn,SCG,88,123,13,10,18,15,3.6,1.28,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-873151344&p_stn_num=066073
Melbourne,5/05/2012,19:40,Sydney,Adelaide,MCG,94,99,14,10,15,9,1.26,3.82,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Gold Coast,5/05/2012,16:40,Gold Coast,Fremantle,Metricon Stadium,87,94,14,3,14,10,6.45,1.11,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-326713690&p_stn_num=040416
Geelong,5/05/2012,13:45,Geelong,Melbourne,Simonds Stadium,119,76,17,17,11,10,1.03,11.68,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1519465927&p_stn_num=087162
Melbourne,5/05/2012,13:40,Essendon,Brisbane,Etihad Stadium,129,62,19,15,9,8,1.15,5.48,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,4/05/2012,19:50,Western Bulldogs,Collingwood,Etihad Stadium,77,98,11,11,15,8,6.83,1.1,4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Adelaide,29/04/2012,16:10,Adelaide,Port Adelaide,AAMI Stadium,110,91,16,14,14,7,1.51,2.53,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-105924303&p_stn_num=023011
Melbourne,29/04/2012,15:15,Richmond,West Coast,Etihad Stadium,97,107,14,13,16,11,3.13,1.35,1.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Launceston,29/04/2012,13:10,Hawthorn,Sydney,Aurora Stadium,69,106,10,9,16,10,1.31,3.38,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1658844915&p_stn_num=091072
Brisbane,28/04/2012,19:40,Brisbane,Geelong,Gabba,41,79,4,17,12,7,3.61,1.28,38.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-334797792&p_stn_num=040913
Melbourne,28/04/2012,19:40,Melbourne,St Kilda,MCG,66,84,10,6,12,12,6.64,1.1,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,28/04/2012,16:40,North Melbourne,Gold Coast,Etihad Stadium,127,88,17,25,12,16,1.01,15.53,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Canberra,28/04/2012,13:40,GWS Giants,Western Bulldogs,Manuka Oval,62,104,9,8,15,14,11.93,1.03,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-986923182&p_stn_num=070246
Perth,27/04/2012,18:40,Fremantle,Carlton,Domain Stadium,57,65,7,15,10,5,2.18,1.66,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-16771239&p_stn_num=009151
Melbourne,25/04/2012,14:40,Collingwood,Essendon,MCG,80,79,11,14,11,13,1.68,2.15,19,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Melbourne,22/04/2012,16:40,Melbourne,Western Bulldogs,MCG,67,88,9,13,13,10,2.99,1.37,1.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1487214643&p_stn_num=086232
Sydney,22/04/2012,15:15,Sydney,North Melbourne,SCG,113,77,17,11,10,17,1.88,1.86,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-873151344&p_stn_num=066073
Geelong,22/04/2012,13:10,Geelong,Richmond,Simonds Stadium,75,65,11,9,9,11,1.15,5.19,10.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2012&p_c=-1519465927&p_stn_num=087162
