City,Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,Rain,URL
Melbourne,26/07/2015,15:20,Melbourne,St Kilda,MCG,46,83,6,10,12,11,2.04,1.79,3.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,26/07/2015,13:10,Western Bulldogs,Collingwood,Etihad Stadium,104,86,15,14,13,8,2.21,1.67,3.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Brisbane,25/07/2015,19:20,Brisbane,North Melbourne,Gabba,38,110,5,8,16,14,4.42,1.21,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-334797792&p_stn_num=040913
Melbourne,25/07/2015,19:20,Essendon,Port Adelaide,Etihad Stadium,116,129,17,14,20,9,3.37,1.32,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,25/07/2015,16:35,Richmond,Fremantle,MCG,78,82,10,18,12,10,1.77,2.04,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Adelaide,25/07/2015,13:40,Adelaide,Gold Coast,Adelaide Oval,125,80,19,11,12,8,1.21,4.39,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Canberra,25/07/2015,13:45,GWS Giants,Geelong,Manuka Oval,42,69,6,6,9,15,1.78,2.03,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-986923182&p_stn_num=070246
Melbourne,24/07/2015,19:50,Carlton,Hawthorn,Etihad Stadium,35,173,4,11,27,11,14.09,1.02,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,19/07/2015,16:40,St Kilda,Richmond,Etihad Stadium,73,89,10,13,13,11,2.85,1.42,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Adelaide,19/07/2015,14:50,Port Adelaide,Adelaide,Adelaide Oval,113,116,17,11,18,8,1.57,2.41,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,19/07/2015,13:10,Melbourne,Brisbane,MCG,60,36,8,12,4,12,1.61,2.32,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,18/07/2015,17:40,Fremantle,Carlton,Domain Stadium,95,53,13,17,8,5,1.12,6.36,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Homebush,18/07/2015,19:20,Sydney,Hawthorn,ANZ Stadium,57,146,7,15,23,8,2.43,1.56,4.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-871566312&p_stn_num=066013
Melbourne,18/07/2015,16:35,Collingwood,West Coast,Etihad Stadium,56,87,7,14,11,21,2.45,1.55,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Gold Coast,18/07/2015,14:10,Gold Coast,GWS Giants,Metricon Stadium,79,94,12,7,13,16,2.23,1.66,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-326713690&p_stn_num=040416
Geelong,18/07/2015,13:45,Geelong,Western Bulldogs,Simonds Stadium,72,64,10,12,9,10,1.57,2.4,1.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1519465927&p_stn_num=087162
Melbourne,17/07/2015,19:50,North Melbourne,Essendon,Etihad Stadium,93,68,14,9,9,14,1.2,4.52,2.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Brisbane,12/07/2015,16:40,Brisbane,Sydney,Gabba,49,70,7,7,10,10,5.69,1.14,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-334797792&p_stn_num=040913
Launceston,12/07/2015,15:20,Hawthorn,Fremantle,Aurora Stadium,115,43,17,13,6,7,1.4,2.95,5,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1658844915&p_stn_num=091072
Homebush,12/07/2015,13:10,GWS Giants,St Kilda,Spotless Stadium,84,49,12,12,6,13,1.69,2.17,7.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-871566312&p_stn_num=066013
Perth,11/07/2015,17:40,West Coast,Adelaide,Domain Stadium,147,91,22,15,14,7,1.18,4.87,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Melbourne,11/07/2015,19:20,North Melbourne,Geelong,Etihad Stadium,120,79,18,12,11,13,2.03,1.79,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Cairns,11/07/2015,16:35,Western Bulldogs,Gold Coast,Cazaly’s Stadium,95,73,14,11,11,7,1.65,2.25,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-194935783&p_stn_num=031218
Melbourne,11/07/2015,13:40,Essendon,Melbourne,MCG,69,60,10,9,7,18,2.64,1.48,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,10/07/2015,19:50,Richmond,Carlton,MCG,71,41,10,11,5,11,1.31,3.48,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Adelaide,9/07/2015,19:20,Port Adelaide,Collingwood,Adelaide Oval,66,63,9,12,9,9,1.81,2,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Perth,5/07/2015,14:40,Fremantle,Brisbane,Domain Stadium,84,48,13,6,7,6,1.03,11.65,1.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Melbourne,5/07/2015,13:10,Essendon,St Kilda,Etihad Stadium,52,162,8,4,25,12,1.7,2.14,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Darwin,4/07/2015,19:10,Melbourne,West Coast,TIO Stadium,60,114,9,6,16,18,4.53,1.2,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-40163856&p_stn_num=014167
Melbourne,4/07/2015,19:30,Western Bulldogs,Carlton,Etihad Stadium,64,53,9,10,7,11,1.39,3.03,1.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Gold Coast,4/07/2015,16:40,Gold Coast,North Melbourne,Metricon Stadium,125,70,19,11,10,10,3.8,1.27,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-326713690&p_stn_num=040416
Melbourne,4/07/2015,13:40,Richmond,GWS Giants,MCG,78,69,10,18,10,9,1.18,4.87,1.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,3/07/2015,19:50,Collingwood,Hawthorn,MCG,91,101,12,19,15,11,3.47,1.3,4.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Sydney,2/07/2015,19:20,Sydney,Port Adelaide,SCG,94,84,14,10,12,12,1.44,2.76,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-873151344&p_stn_num=066073
Melbourne,28/06/2015,15:20,Carlton,Gold Coast,Etihad Stadium,103,69,14,19,9,15,1.42,2.88,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,27/06/2015,19:20,St Kilda,Western Bulldogs,Etihad Stadium,56,62,7,14,9,8,2.55,1.51,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Brisbane,27/06/2015,16:35,Brisbane,Adelaide,Gabba,69,82,10,9,11,16,3.55,1.3,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-334797792&p_stn_num=040913
Melbourne,27/06/2015,13:40,Hawthorn,Essendon,MCG,114,76,16,18,11,10,1.06,9.26,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Sydney,26/06/2015,19:50,Sydney,Richmond,SCG,77,95,11,11,14,11,1.34,3.31,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-873151344&p_stn_num=066073
Perth,25/06/2015,18:10,Fremantle,Collingwood,Domain Stadium,80,73,12,8,11,7,1.33,3.34,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Geelong,21/06/2015,15:20,Geelong,Melbourne,Simonds Stadium,89,113,13,11,18,5,1.11,6.49,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1519465927&p_stn_num=087162
Melbourne,20/06/2015,19:20,Western Bulldogs,Brisbane,Etihad Stadium,146,74,22,14,11,8,1.29,3.68,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Homebush,20/06/2015,19:35,GWS Giants,North Melbourne,Spotless Stadium,61,117,8,13,18,9,2.96,1.4,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-871566312&p_stn_num=066013
Melbourne,20/06/2015,13:40,Carlton,Port Adelaide,MCG,110,106,17,8,16,10,3.21,1.35,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,19/06/2015,19:50,Richmond,West Coast,MCG,70,90,10,10,13,12,1.88,1.93,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Adelaide,18/06/2015,19:20,Adelaide,Hawthorn,Adelaide Oval,85,114,12,13,17,12,2.99,1.4,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,14/06/2015,16:40,St Kilda,Melbourne,Etihad Stadium,85,83,12,13,12,11,1.65,2.24,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,14/06/2015,13:10,Collingwood,GWS Giants,MCG,119,77,18,11,11,11,1.65,2.25,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,13/06/2015,19:20,North Melbourne,Sydney,Etihad Stadium,75,91,10,15,14,7,2.56,1.51,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,13/06/2015,14:35,West Coast,Essendon,Domain Stadium,96,46,14,12,6,10,1.14,5.65,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Gold Coast,13/06/2015,13:40,Gold Coast,Fremantle,Metricon Stadium,46,53,7,4,6,17,9.37,1.06,7,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-326713690&p_stn_num=040416
Adelaide,12/06/2015,19:20,Port Adelaide,Geelong,Adelaide Oval,69,92,11,3,14,8,1.44,2.79,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,8/06/2015,15:20,Melbourne,Collingwood,MCG,85,110,13,7,17,8,3.92,1.25,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,7/06/2015,16:40,St Kilda,Hawthorn,Etihad Stadium,69,132,10,9,20,12,12.71,1.02,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Hobart,7/06/2015,15:20,North Melbourne,West Coast,Blundstone Arena,85,75,13,7,10,15,2.1,1.73,0.3,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1768351258&p_stn_num=094030
Homebush,7/06/2015,13:10,GWS Giants,Brisbane,Spotless Stadium,97,67,14,13,10,7,1.08,7.65,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-871566312&p_stn_num=066013
Adelaide,6/06/2015,19:10,Port Adelaide,Western Bulldogs,Adelaide Oval,100,62,16,4,9,8,1.23,4.13,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,6/06/2015,19:20,Essendon,Geelong,Etihad Stadium,53,122,7,11,19,8,2,1.81,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Gold Coast,6/06/2015,16:35,Gold Coast,Sydney,Metricon Stadium,41,93,5,11,13,15,14.72,1.02,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-326713690&p_stn_num=040416
Melbourne,6/06/2015,13:40,Carlton,Adelaide,MCG,90,99,14,6,14,15,3.43,1.31,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,5/06/2015,18:10,Fremantle,Richmond,Domain Stadium,70,97,10,10,15,7,1.22,4.27,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Perth,31/05/2015,14:40,West Coast,Geelong,Domain Stadium,120,64,16,24,10,4,1.45,2.75,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Melbourne,31/05/2015,15:20,Collingwood,North Melbourne,MCG,112,95,17,10,14,11,1.89,1.92,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Brisbane,31/05/2015,13:10,Brisbane,St Kilda,Gabba,86,108,13,8,16,12,1.63,2.28,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-334797792&p_stn_num=040913
Adelaide,30/05/2015,19:10,Adelaide,Fremantle,Adelaide Oval,57,68,7,15,10,8,3.58,1.3,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,30/05/2015,19:25,Richmond,Essendon,MCG,72,59,10,12,8,11,1.78,2.04,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,30/05/2015,16:35,Western Bulldogs,GWS Giants,Etihad Stadium,113,68,16,17,11,2,2.64,1.49,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Alice Springs,30/05/2015,13:40,Melbourne,Port Adelaide,Traeger Park,54,115,8,6,18,7,2.74,1.46,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-48632698&p_stn_num=015590
Launceston,30/05/2015,13:45,Hawthorn,Gold Coast,Aurora Stadium,93,40,14,9,6,4,1.01,16.13,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1658844915&p_stn_num=091072
Sydney,29/05/2015,19:50,Sydney,Carlton,SCG,122,62,19,8,9,8,1.02,15.07,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-873151344&p_stn_num=066073
Adelaide,24/05/2015,16:10,Port Adelaide,Richmond,Adelaide Oval,43,76,5,13,11,10,1.34,3.3,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,24/05/2015,15:20,Melbourne,Western Bulldogs,MCG,103,64,15,13,9,10,3.06,1.38,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,24/05/2015,13:10,Essendon,Brisbane,Etihad Stadium,136,78,21,10,12,6,1.22,4.39,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,23/05/2015,17:40,Fremantle,North Melbourne,Domain Stadium,115,42,17,13,5,12,1.2,4.61,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Melbourne,23/05/2015,19:20,Hawthorn,Sydney,MCG,69,73,9,15,11,7,1.49,2.65,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Gold Coast,23/05/2015,16:35,Gold Coast,Collingwood,Metricon Stadium,63,132,9,9,20,12,3.7,1.29,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-326713690&p_stn_num=040416
Homebush,23/05/2015,14:10,GWS Giants,Adelaide,Spotless Stadium,108,84,16,12,12,12,1.49,2.62,25.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-871566312&p_stn_num=066013
Melbourne,23/05/2015,13:45,St Kilda,West Coast,Etihad Stadium,78,131,12,6,20,11,5.03,1.18,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,22/05/2015,19:50,Geelong,Carlton,Etihad Stadium,140,63,22,8,9,9,1.23,4.21,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Brisbane,17/05/2015,16:40,Brisbane,Port Adelaide,Gabba,102,65,15,12,8,17,4.61,1.2,1,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-334797792&p_stn_num=040913
Melbourne,17/05/2015,15:20,Richmond,Collingwood,MCG,105,100,16,9,15,10,1.97,1.83,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,17/05/2015,13:10,Western Bulldogs,Fremantle,Etihad Stadium,88,101,14,4,15,11,3.81,1.27,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,16/05/2015,17:40,West Coast,Gold Coast,Domain Stadium,135,43,21,9,6,7,1.1,7.05,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Homebush,16/05/2015,19:20,Sydney,Geelong,ANZ Stadium,120,77,18,12,11,11,1.21,4.42,1.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-871566312&p_stn_num=066013
Melbourne,16/05/2015,16:35,Carlton,GWS Giants,Etihad Stadium,57,135,9,3,19,21,2.55,1.51,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Melbourne,16/05/2015,14:10,Hawthorn,Melbourne,MCG,155,50,24,11,7,8,1.08,7.9,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Adelaide,16/05/2015,13:15,Adelaide,St Kilda,Adelaide Oval,119,73,18,11,10,13,1.22,4.36,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,15/05/2015,19:50,Essendon,North Melbourne,Etihad Stadium,82,93,12,10,13,15,2.88,1.42,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Adelaide,10/05/2015,16:10,Port Adelaide,West Coast,Adelaide Oval,68,78,10,8,11,12,1.24,4.21,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-105924303&p_stn_num=023011
Melbourne,10/05/2015,15:20,Carlton,Brisbane,Etihad Stadium,75,84,11,9,12,12,1.31,3.53,10.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Perth,9/05/2015,18:10,Fremantle,Essendon,Domain Stadium,80,52,12,8,7,10,1.2,4.68,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-16771239&p_stn_num=009151
Melbourne,9/05/2015,19:20,Melbourne,Sydney,MCG,50,88,7,8,12,16,5.22,1.17,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Gold Coast,9/05/2015,17:10,Gold Coast,Adelaide,Metricon Stadium,78,119,11,12,18,11,5.24,1.17,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-326713690&p_stn_num=040416
Homebush,9/05/2015,16:35,GWS Giants,Hawthorn,Spotless Stadium,108,98,16,12,14,14,3.71,1.28,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-871566312&p_stn_num=066013
Melbourne,9/05/2015,14:10,Western Bulldogs,St Kilda,Etihad Stadium,87,94,13,9,14,10,1.45,2.73,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
Hobart,9/05/2015,13:45,North Melbourne,Richmond,Blundstone Arena,109,74,16,13,10,14,1.59,2.35,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1768351258&p_stn_num=094030
Melbourne,8/05/2015,19:50,Collingwood,Geelong,MCG,59,100,8,11,15,10,1.58,2.38,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2015&p_c=-1487214643&p_stn_num=086232
